-105.99,35.65,Education
-105.99,35.65,Job
-105.99,35.65,SanteFe
-105.99,35.65,Jobs
-105.99,35.65,Hiring
50.54,26.23,comback
50.54,26.23,chair
50.54,26.23,plastic
50.54,26.23,wooden
50.54,26.23,legs
-97.55,35.36,Samsung
-75.16,39.98,asifthoseexist
121.00,14.54,groupie
121.00,14.54,tabamyface
32.59,0.34,Assemble
-80.67,32.92,Walterboro
-80.67,32.92,Nursing
-80.67,32.92,Job
-80.67,32.92,PracticeWithUs
-80.67,32.92,Jobs
123.20,13.62,hoping
-89.90,35.08,winamp
-84.49,33.83,TheSeizureDiary
-94.78,29.30,drshow
-94.78,29.30,TPP
-75.11,38.37,cgmd15
-80.60,40.43,wvwx
-0.13,50.84,throwback
-0.13,50.84,lookbook
-0.13,50.84,makeup
-84.32,33.94,internship
-84.32,33.94,Job
-84.32,33.94,Dunwoody
-84.32,33.94,Jobs
-84.32,33.94,Hiring
-4.09,50.36,Boss
18.64,54.36,Endomondo
18.64,54.36,endorphins
-86.78,36.16,soyouwrite
10.78,59.92,acrylic
10.78,59.92,paint
-117.69,33.65,CustomerService
-117.69,33.65,Job
-117.69,33.65,LakeForest
-117.69,33.65,Jobs
-117.69,33.65,Hiring
43.98,36.20,HookaH
-73.18,44.44,TBT
125.00,11.22,BestFandomCA2015
125.00,11.22,ChosenMusicAwards
125.00,11.22,Directioners
125.00,11.22,MelhorFandomCPCOM
125.00,11.22,CelebrityAwards2015
88.32,22.48,GioneeRiders
-84.38,33.79,wahwahwahhhhwahhh
-84.38,33.79,pewpewpewpewpewpew
4.13,39.92,painthorse
4.13,39.92,horserun
4.13,39.92,horseback
4.13,39.92,horselife
4.13,39.92,horselove
4.13,39.92,cavall
4.13,39.92,canter
4.13,39.92,caballo
4.13,39.92,caballopinto
-84.48,39.18,aremgshit
-81.80,24.55,keywest
-122.45,45.53,PF15000002365
-122.45,45.53,pdx911
-75.91,42.10,nowplaying
139.73,35.80,kawaguchi
-122.66,45.56,PP15000141589
-122.66,45.56,pdx911
112.76,-7.31,Cancer
-70.26,43.66,Portland
-70.26,43.66,Transportation
-70.26,43.66,trucking
-70.26,43.66,Job
13.41,52.52,BerlinWeather
13.41,52.52,Berlin
-84.37,33.81,gtfoh
103.74,1.32,BestFandomCA2015
29.06,40.19,kızkıza
29.06,40.19,arkadaşlarcandır
29.06,40.19,güzelbirgün
29.06,40.19,girlfriendsaregreat
29.06,40.19,laughter
29.06,40.19,abeautifulday
-122.26,37.78,tbt
-6.12,53.21,makeoverroombray
28.24,-25.75,Thursday
28.24,-25.75,Outing
28.24,-25.75,GirlsDayOut
28.24,-25.75,CatchingUp
28.24,-25.75,PEACE
-75.69,45.43,rideaustreet
-75.69,45.43,redhead
-75.69,45.43,redhair
-75.69,45.43,smoking
